Date,Open,High,Low,Close,Adj Close,Volume
2021-06-21,259.820007,263.519989,257.920013,262.630005,257.463776,26696100
2021-06-22,262.720001,265.790009,262.399994,265.51001,260.287109,24694100
2021-06-23,265.98999,266.829987,264.429993,265.269989,260.051849,19518700
2021-06-24,266.160004,267.850006,265.470001,266.690002,261.443909,21446900
2021-06-25,266.230011,267.25,264.76001,265.019989,259.806702,25611100
2021-06-28,266.190002,268.899994,265.910004,268.720001,263.43396,19590000
2021-06-29,268.869995,271.649994,267.980011,271.399994,266.061249,19937800
2021-06-30,270.690002,271.359985,269.600006,270.899994,265.571106,21656500
2021-07-01,269.609985,271.839996,269.600006,271.600006,266.257294,16725300
2021-07-02,272.820007,278.0,272.5,277.649994,272.188293,26458000
2021-07-06,278.029999,279.369995,274.299988,277.660004,272.198151,31565600
2021-07-07,279.399994,280.690002,277.149994,279.929993,274.423431,23260000
2021-07-08,276.899994,278.730011,274.869995,277.420013,271.962891,24618600
2021-07-09,275.720001,278.049988,275.320007,277.940002,272.472595,23916700
2021-07-12,279.160004,279.769989,276.579987,277.320007,271.864807,18931700
2021-07-13,277.519989,282.850006,277.390015,280.980011,275.452789,26120100
2021-07-14,282.350006,283.660004,280.549988,282.51001,276.952728,23113700
2021-07-15,282.0,282.51001,279.829987,281.029999,275.501862,22604200
2021-07-16,282.070007,284.100006,279.459991,280.75,275.227356,26186800
2021-07-19,278.929993,280.369995,274.450012,277.01001,271.560913,32935600
2021-07-20,278.029999,280.970001,276.26001,279.320007,273.825409,26259700
2021-07-21,278.899994,281.519989,277.290009,281.399994,275.864532,24364300
2021-07-22,283.839996,286.420013,283.420013,286.140015,280.511292,23384100
2021-07-23,287.369995,289.98999,286.5,289.670013,283.971863,22768100
2021-07-26,289.0,289.690002,286.640015,289.049988,283.364044,23176100
2021-07-27,289.429993,289.579987,282.950012,286.540009,280.903473,33604100
2021-07-28,288.98999,290.149994,283.829987,286.220001,280.589783,33566900
2021-07-29,286.23999,288.619995,286.079987,286.5,280.864197,18168300
2021-07-30,285.170013,286.660004,283.910004,284.910004,279.305481,20944800
2021-08-02,286.359985,286.769989,283.73999,284.820007,279.217316,16267400
2021-08-03,285.420013,287.230011,284.0,287.119995,281.472015,17879000
2021-08-04,286.220001,287.589996,284.649994,286.51001,280.874023,16191300
2021-08-05,286.880005,289.630005,286.100006,289.519989,283.824829,13900200
2021-08-06,288.51001,289.5,287.619995,289.459991,283.765991,16589300
2021-08-09,289.75,291.549988,287.809998,288.329987,282.658203,16117600
2021-08-10,288.799988,289.25,285.200012,286.440002,280.80542,18616600
2021-08-11,287.209991,288.660004,285.859985,286.950012,281.305389,13955900
2021-08-12,286.630005,289.970001,286.339996,289.809998,284.1091,14561300
2021-08-13,289.480011,292.899994,289.299988,292.850006,287.089355,18249000
2021-08-16,293.190002,294.820007,290.019989,294.600006,288.804871,22507600
2021-08-17,292.390015,293.429993,291.079987,293.079987,287.314728,20075300
2021-08-18,292.040009,294.820007,290.269989,290.730011,285.556671,21813000
2021-08-19,288.690002,297.470001,288.640015,296.769989,291.489136,29850500
2021-08-20,299.720001,305.839996,298.059998,304.359985,298.944092,40817600
