,symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
93,TCEHY,2019-12-31,2019,FY,39.84885931558935,9.855302070130968,15.693916349809886,9.67490494296578,19.75242923531897,45.701943388255174,34.70891423743135,45.701943388255174,25.370722433460077,3166342125210.0,3265871125210.0,33.93357759307684,8.392352083442667,21.309254493640218,34.56629904598153,7.317536907761853,7.317536907761853,8.656152512291639,22.221496541515556,21.97907749653409,35.65283645782843,0.02946933600670567,0.028929912301856743,0.5373625510161634,0.2437352330118052,0.6772108403813049,1.0575126167990807,15.43485045513654,1.5496203904555315,0.00262605860996418,0.08911156360518702,0.1416579863181805,0.0,0.16792699263930497,-0.3835251362810418,-0.15104601512368504,-1.2756698677053253,0.026841492860910338,100.66849203635559,0.1536844821426555,0.11755057408419901,-25.161966624419097,13812000000,328624000000,-211194000000,0.5373625510161634,47747000000,77212500000,521000000,51.02022587459481,140.41004786513855,1.249404069490265,7.154025560317039,2.5995290618416163,292.13927576601674,0.215642953876304,-6.019011406844107
94,TCEHY,2018-12-31,2018,FY,33.110334603981364,8.335345192714952,11.270965692503177,5.546590427784837,17.673337568826767,34.25561202880136,29.5212833545108,34.25561202880136,19.503070732740365,2563732138104.0,2645207138104.0,32.56814921561504,8.198852993994128,24.08549306299146,48.942998322019015,7.924738456628852,7.924738456628852,8.459411239435358,22.185751388945736,24.850926205612392,50.498399032186626,0.03070484581053635,0.020431931722297222,0.5541992519551173,0.2478006858128513,0.683343118342699,1.0723442092523525,19.93630053082891,1.3308036607321465,0.002643021827159825,0.0860783292470687,0.13278796523118447,0.0,0.1069879105098539,-0.5078868502390951,-0.1728878712095531,-1.578515533753796,0.025165177457834177,80.15284086403302,0.1644358624413083,0.12183472550467178,-17.807920372723423,14645000000,278799000000,-150234000000,0.5541992519551173,36040000000,61910000000,309500000,49.90802509801915,157.78064066035856,0.6933061310633508,7.313453082608289,2.313338306096155,526.4629629629629,0.2433278723996167,-5.72437526471834
95,MA,2022-12-31,2022,FY,22.97210743801653,10.258264462809917,11.565082644628099,10.431818181818182,7.652892561983471,6.506198347107438,-5.169421487603306,6.506198347107438,14.973140495867769,336602640000.0,343617640000.0,33.897546827794564,15.137052659981112,30.06723001339884,33.33359477124183,53.445957446808514,53.445957446808514,15.452517875612717,25.656510117225416,30.69384903974989,34.02828678946326,0.029500659887872534,0.02999976470772778,2.2265798666243253,0.3621268464001653,0.5237810796684835,1.1718297932397148,26.038216560509554,1.1273917421953676,0.005653550429669832,0.19164149043303122,0.3632684264963799,0.0,0.293900423509968,-0.09799017418490398,-0.04933219409092953,-1.4626666666666666,0.013266177991635562,38.751797688272596,0.5108157273845473,0.36316424679076914,-21.995609504132233,2435000000,-5004000000,-15741000000,2.2265798666243253,3875000000,832000000,2308000000,56.21823987048612,64.22002660079802,149.5924377731332,6.492554744525547,5.683585313174946,2.4399629114510897,1.5766910130200062,-1.1332644628099173
96,MA,2021-12-31,2021,FY,19.11336032388664,8.79251012145749,9.577935222672064,8.754048582995951,7.989878542510121,7.40080971659919,-3.9686234817813766,7.40080971659919,14.506072874493928,355008160000.0,361488160000.0,40.86660066766433,18.799415378097862,37.51539258163373,41.04615100011562,48.55144420131291,48.55144420131291,19.142563016310103,33.1579673454412,38.20016485258375,41.795370563070875,0.024469860073075504,0.024362820279962016,1.901121444201313,0.3690302370649606,0.5943863511282333,1.2877222306640328,23.392111368909514,1.0893288822378266,0.004904112626594273,0.20041441234027857,0.3752912518534209,0.0,0.30085746900634475,-0.08601923280143718,-0.04310527430629104,-1.121212121212121,0.014456682906163948,38.26373116482545,0.4005734368318356,0.3298526731470231,-18.107034412955464,3787000000,-3921000000,-13308000000,1.901121444201313,4338500000,632500000,2370500000,83.59590129209913,60.00668300289596,199.94096680775226,4.366242774566474,6.082655826558265,1.8255388369255796,1.18804704595186,-0.8238866396761133
97,MA,2020-12-31,2020,FY,15.270459081836327,6.3982035928143715,7.209580838323354,6.502994011976048,10.574850299401197,6.378243512974052,-0.19560878243512975,6.378243512974052,13.025948103792414,357653880000.0,360212880000.0,55.787533926064576,23.374542840337234,49.5091196013289,54.8885635359116,55.96211547488656,55.96211547488656,23.541786811319522,41.219004462753176,49.863355481727574,55.2812891344383,0.017925151545958345,0.018218731473009602,1.9827882960413081,0.37732253454025727,0.292825266048747,1.6133198278045076,21.26578947368421,1.1268132896583996,0.0044875788849263985,0.25035095928872253,0.38624926475393767,0.0,0.1998868508813721,-0.09800664451827243,-0.04627148552382197,-1.2206896551724138,0.016600222207698842,30.301967966000156,0.3502175572477801,0.23858434743775817,-12.04191616766467,7266000000,-196000000,-7954000000,1.9827882960413081,4930500000,508000000,2118000000,103.81543689954904,50.79350409294956,219.9445471349353,3.5158547794117645,7.185958254269449,1.6595092024539877,1.0031294007197622,-0.7065868263473054
98,MA,2019-12-31,2019,FY,16.6007866273353,7.982300884955753,8.04621435594887,7.330383480825959,7.5476892822025565,5.794493608652901,0.543756145526057,5.794493608652901,7.257620452310718,303666030000.0,305205030000.0,37.40650776053214,17.986497068056625,37.10937675669069,40.7332032193159,51.529955879857454,51.529955879857454,18.077653852988213,29.883974346421226,37.29744959061469,40.93964185110664,0.026733316202671734,0.024549996586710737,1.2144917698964874,0.24480093035983036,0.15069029668070108,1.419858870967742,43.142857142857146,1.0080068982508006,0.004429207969030978,0.16568120226656813,0.3413492862642895,0.0,0.18600355725817486,-0.08896492728828058,-0.04312029852514364,-1.3946360153256705,0.01480779482319493,32.25990247745584,0.6177858886813915,0.341121102613665,-10.285398230088495,4998000000,553000000,-6343000000,1.2144917698964874,5118500000,513000000,977000000,119.10116685423206,50.46225614927905,201.64263500141362,3.0646215284080593,7.233128834355829,1.8101330603889458,1.377566604445953,-0.7158308751229105
99,MA,2018-12-31,2018,FY,14.361190955410313,5.628241993829366,5.977905773613269,5.493755924681711,8.048030623707533,5.182516736082852,1.4630163093705624,5.182516736082852,6.2632083631622235,196384652829.75,196036652829.75,33.51845926433692,13.136097179247491,31.55787447047244,34.338984582925335,36.401233147312325,36.401233147312325,13.112819587274247,22.13852657591756,31.501952889241522,34.278134784009445,0.029834306884862796,0.029121420220947315,1.174050046339203,0.25478680611423976,-0.03929983060417843,1.394893470197533,39.1505376344086,1.0621266427718041,0.005316097693769715,0.1781874039938556,0.34608695652173915,0.0,0.1566773934030571,-0.08098987626546682,-0.0337123745819398,-1.0980392156862746,0.013110367892976588,25.61816371979582,0.5049396587159519,0.279465776293823,-7.221901913229079,4578000000,1523000000,-3271000000,1.174050046339203,4036000000,735000000,815500000,115.43277591973245,60.98475420037337,0.0,3.1620135363790185,5.98510242085661,0.0,1.086005560704356,-0.4841498489315584
100,PG,2023-06-30,2023,FY,33.97095611669412,6.0699999997307374,6.979277963247354,5.710845560382717,3.4159025454022838,19.496659386291352,-7.198416023703066,19.496659386291352,14.649110079197303,366300859983.30005,392661859983.30005,24.99835255465093,4.466756822467869,21.741504035096156,26.57049615430872,7.782871772724955,7.782871772724955,4.788208911339415,17.993028455450673,23.30614078723291,28.48265341529813,0.04000263608627084,0.03763572927627993,0.7353022415807925,0.28641302998452356,1.2079457453145763,0.6334041839131894,23.986772486772487,1.1431673225675125,0.024567236889398162,0.614140449054801,0.0,0.0,0.5333322298454841,-0.1817426400759734,-0.037338731312343,-1.1282240235814296,0.0066458551813281955,51.60190166616559,0.17653428389766093,0.25986486246829943,-23.97604432433055,-13108000000,-17377000000,-51116000000,0.7353022415807925,5307000000,14740000000,6998500000,24.350840182425678,124.60874649204865,60.375233863423766,14.989215865472492,2.9291683792300316,6.0455252368160615,0.31133538723042603,-1.2684324028646365
101,PG,2022-06-30,2022,FY,33.26847280421524,6.116251089076049,6.93814048043812,5.628759905405966,2.992988424677426,19.439073974194084,-6.8559930299132885,19.439073974194084,13.248143384640915,346577037000.0,370856037000.0,23.509499185999182,4.322110030304164,20.724573162710037,25.54559128768335,7.396957292867204,7.396957292867204,4.624889782633095,17.45944338778777,22.17640596782874,27.33515419768556,0.04253599755946901,0.039145697930356535,0.6721517906688863,0.26869326325848064,1.1430252812956077,0.6545449049303226,40.57630979498861,1.1304671128236328,0.025304619359418207,0.5948989282322615,0.0,0.0,0.5407395399631425,-0.188722119236979,-0.03935800067342587,-1.1243320270751693,0.006584608477683415,51.72156987871815,0.18501503245288145,0.2738672462798863,-23.159254034767457,-11428000000,-16525000000,-48701000000,0.6721517906688863,4934000000,14301000000,6453500000,23.41021611981992,128.85001304646914,59.94876295751595,15.591483569900836,2.832750974331407,6.088532640092432,0.3146369573568959,-1.3093805750321537
102,PG,2021-06-30,2021,FY,30.274809169517013,5.689999999725563,7.306793652660304,6.198305605740471,4.091899901941604,18.55593876605595,-7.12423318852819,18.55593876605595,12.92241716699871,339245796149.93,360945796149.93,23.713532514324758,4.45684064413056,18.466376144463013,21.76885242235177,7.271526474684486,7.271526474684486,4.741924329986731,17.309888555051312,19.647585659459473,23.161306221119737,0.0421700140793416,0.04593719414318884,0.6856432460239208,0.2681150309705214,1.0406675618645693,0.6969395146685984,35.82868525896414,1.2800306577480491,0.024356970944890234,0.577589822452118,0.0,0.0,0.5411752872840655,-0.15170649393065158,-0.03661420426180404,-1.0190127970749543,0.007094248403794109,48.74037402820923,0.18485835044416318,0.2613397636141101,-22.205457674030352,-10041000000,-17912000000,-49562000000,0.6856432460239208,4451500000,12895500000,5740500000,22.657255839617438,134.95203190686644,58.84970895763716,16.10962962962963,2.70466472303207,6.2022396790907575,0.30664037381575,-1.108488046919834
103,PG,2020-06-30,2020,FY,27.939932451552952,5.130000000653704,6.853257849955969,5.643118139968341,6.372037307943316,18.46043909040027,-6.621704921393416,18.46043909040027,13.85576495148542,303633214386.26,322172214386.26,23.30799219975896,4.279537905373644,17.447176600945813,21.18864022234892,6.4770940395550145,6.4770940395550145,4.540834593181959,16.682488317432686,18.51245270276734,22.48235969199302,0.04290373840138583,0.04719510027572418,0.7406459319936858,0.28765534382767194,0.9599730737365368,0.8487081513828238,33.7763440860215,1.3281691215752118,0.025652661273385606,0.5979120288631304,0.0,0.0,0.5276967688483845,-0.17657875079009366,-0.043312191684284705,-1.0199137072685032,0.007864693446088795,46.16054789840534,0.15801917385273428,0.22851579630571683,-20.382367777219216,-4989000000,-16815000000,-45835000000,0.7406459319936858,4564500000,11665500000,5257500000,21.49358703312192,124.99049645390072,56.929645390070924,16.981809478219244,2.920222019716676,6.411422335394689,0.2778915482742438,-1.210139709987628
104,PG,2019-06-30,2019,FY,27.034670075091867,1.5565585556798212,6.08803323214571,4.751158332001917,4.10888320818022,18.768573254513502,-6.753874420833999,18.768573254513502,12.222799169196357,276622764000.0,302475764000.0,70.98351655119322,4.086974233201348,18.148718278441148,23.2553815889029,5.886968524548298,5.886968524548298,4.468940429052656,17.04376874964783,19.84488676026768,25.428815804960067,0.014087777678340314,0.043000799456981785,0.6404052012173062,0.26145358182371087,1.4567532540711106,0.7488254306754191,29.31827111984283,3.843166918809884,0.027105506038541356,1.924044136515268,0.0,0.0,0.5603023589208914,-0.21959060490749246,-0.04945038709296141,-1.1851983002832862,0.0076088883635718925,25.638323340994244,0.1264615440985607,0.07700515738929398,-20.37356207061831,-7538000000,-16909000000,-45043000000,0.6404052012173062,4818500000,10802000000,4877500000,26.699293776963536,118.20927289461574,52.66926484123332,13.670773581094728,3.0877442273534634,6.930037871237792,0.08293430377322351,-1.336874900143793
105,JNJ,2023-01-01,2022,FY,36.16600639951242,6.83414596983087,8.073289654121591,6.546167911016304,8.958936461983848,29.256437604753923,-6.381228096906902,29.256437604753923,15.212174310528722,463741580000.0,489273580000.0,25.848145588317262,4.884420968370496,21.880795508162688,26.98525341867908,6.037987344409146,6.037987344409146,5.153340214655109,20.366033133533133,23.085476078135322,28.470967704393367,0.038687494875917744,0.03705727659788454,0.5163663350867143,0.21165238181643523,1.0627705627705628,0.9908963836421634,86.65579710144928,1.1813165375397134,0.025190753867703645,0.65113427345187,0.0,0.16205512781353024,0.4992902048266072,-0.18915730867226574,-0.04222533520112067,-0.5751793400286944,0.011986139051852165,67.07244006172051,0.16959208971350384,0.19122380678305728,-26.16695870790797,-508000000,-16752000000,-55280000000,0.5163663350867143,15721500000,11379000000,11435000000,62.12569647051389,137.39891923188267,146.55649908327706,5.875185643564357,2.6564983337605743,2.490507089641913,0.233594604447685,-1.5271217431052873
106,JNJ,2022-01-02,2021,FY,35.627445765738386,7.932069450248851,8.894038980281904,7.506553702366931,12.008662284867595,28.12317161202082,-2.893127160822157,28.12317161202082,12.892367311272368,451510434000.0,470774434000.0,21.626134399846727,4.814827342042122,19.2870753524135,22.852031278469482,6.099596530807992,6.099596530807992,5.0202552279392165,18.318784155025487,20.10997155061939,23.827028747848974,0.04624034889966685,0.04375978606952857,0.45595287951042246,0.18542671603907307,0.7496011517957897,1.3483173395834254,133.4262295081967,1.121275984289683,0.024433543876861995,0.5284031037455695,0.0,0.15690749133564383,0.4485160808271709,-0.1560017086715079,-0.03894428152492669,-0.4941813261163735,0.012103439082911224,70.84621643902983,0.2076776402471839,0.2079896393703925,-22.69338171042134,15753000000,-7615000000,-47016000000,0.45595287951042246,14429500000,10280000000,9865500000,59.485950413223144,135.15575280522526,126.98894657511305,6.1359026369168355,2.7005879692446855,2.874265909309714,0.28204747173175904,-1.387485277914973
107,JNJ,2021-01-03,2020,FY,31.36736554238833,5.588726830750532,8.939532057125493,7.66826192646612,9.565861440291705,24.034487997569126,-10.071786690975387,24.034487997569126,13.47120935885749,412033200000.0,433314200000.0,28.002800054369988,4.989261842487649,17.50650917743032,20.408796869582446,6.511476342488701,6.511476342488701,5.246950983241306,21.301455117490907,18.41069850441876,21.46288572985289,0.035710714573485826,0.04899847876336179,0.557318499320459,0.20164213752329982,1.046160652836496,1.205775068834867,98.6268656716418,1.599565040097866,0.025437270588874877,0.7123148022291695,0.0,0.14723190932868352,0.5134252747378412,-0.14220768184908225,-0.04052843165746391,-0.4628682063338404,0.012169427492008137,54.97498729918671,0.17942662145748442,0.17290449946532863,-27.186645396536008,8744000000,-26517000000,-60379000000,0.557318499320459,14028500000,9024500000,9182000000,60.00242177661532,122.04330390122067,119.97607907974812,6.0830878020035355,2.9907417148869015,3.042273116438356,0.23252947311861943,-1.271270130659374
108,JNJ,2019-12-29,2019,FY,31.17142708452437,5.743194604990604,8.894943109363052,7.5661717138833815,7.326476244887478,22.59101305333661,-8.285258120871093,22.59101305333661,10.641567144930669,382503267100.0,392894267100.0,25.299508373569683,4.661320112358181,16.335124150153742,19.203899342303444,6.431761145768526,6.431761145768526,4.787948513874164,17.757130394106483,16.778880556030064,19.725588266894267,0.039526459772819024,0.05207275783815129,0.4657059743404348,0.17559342665855143,0.4696284913676218,1.2588699810922033,66.06603773584905,1.5487796811958463,0.02592657593538238,0.6559296249751968,0.0,0.1383760465031258,0.5153301886792453,-0.1493850358729074,-0.04262786531641868,-0.4990726209159652,0.011906067585517738,54.03011333050201,0.21029449766355773,0.1977735918164456,-24.15919501828485,9310000000,-21811000000,-52983000000,0.4657059743404348,14289500000,8040500000,8809500000,64.41176470588235,113.17172303672523,119.4767019886776,5.666666666666667,3.225187265917603,3.054988913525499,0.2542247481966,-1.32877139547967
109,JNJ,2018-12-30,2018,FY,30.642776761956846,5.745731924438949,8.338954988198282,6.960460109287975,7.39466721556054,22.44354932006773,-6.878201150573709,22.44354932006773,11.826133858989364,343572912200.0,355945912200.0,22.46014984637511,4.211432958654589,15.475560208999594,18.540441001564947,5.7499817947516405,5.7499817947516405,4.363098174820117,15.783341264632849,16.032877446961848,19.208132977173385,0.04452330046058852,0.05393614962640818,0.5101084482527781,0.1992755991997594,0.5486431358637814,1.4739993595901377,20.677611940298508,1.4513303262077533,0.027633144706336366,0.6206445708308819,0.0,0.13207732192544833,0.5103756685016411,-0.16530786901490924,-0.04498596486927103,-0.5296579593014865,0.011988085461075496,53.86537757303616,0.19573286292106712,0.20425958071838696,-22.026620351242,14803000000,-18312000000,-47169000000,0.5101084482527781,13794000000,7423500000,8682000000,63.07559358183891,101.54682366837694,115.85526558635709,5.78670733437367,3.5944009552872496,3.150482614257472,0.25600816709064134,-1.3784948789103055
110,ORCL,2023-05-31,2023,FY,18.035843822373636,3.070000000433259,6.197406798475466,3.0580853820615905,3.6780065864299196,0.5617923086762496,-25.469121490128536,0.5617923086762496,33.93355522059512,293422742629.6,374138742629.6,34.50814331760555,5.873858802690474,17.094246584887852,34.642590629232586,188.57502739691517,188.57502739691517,7.489665344709132,18.818909643860973,21.796606037261867,44.172224631593856,0.028978667174185947,0.028866201454234384,58.14974293059126,0.6733018811763305,4.0599567426185805,0.9096578605456908,3.9295292439372327,2.018699282606139,0.01250073517522216,0.4313771610019993,0.03160908035392561,0.1726188093045602,0.5365073223002739,-0.5065540343722692,-0.17406013532449854,-1.4235428945645057,0.071005324898907,6.229430449671019,0.13943050745599217,0.13651542882830814,-42.406924914840445,-2086000000,-70542000000,-111824000000,58.14974293059126,6434000000,1260500000,0,50.52598390519278,32.39899734591566,0.0,7.224005784526392,11.26578073089701,0.0,5.464652956298201,-3.1393214164138756
111,ORCL,2022-05-31,2022,FY,15.718518518518518,2.4877777777777776,3.532962962962963,1.8622222222222222,8.111851851851851,-2.136296296296296,-18.895925925925926,-2.136296296296296,29.116296296296298,194184000000.0,248660000000.0,28.909334524341226,4.575494816211122,20.356850822937414,38.62052505966587,-33.66574202496533,-33.66574202496533,5.859095193213949,13.492132392837764,26.067721983436417,49.455051710421635,0.034590903472994684,0.02589296749474725,-13.151699029126213,0.6940629660466435,2.955832881172002,1.6212905540464353,5.556442831215971,1.420128033348221,0.01780270259135665,0.5146642846508858,0.0310320452403393,0.17009896324222432,0.4140186830379608,-0.4729007233462627,-0.10629123468426013,-1.4449071108263933,0.06156927426955702,10.935226800811456,0.19179040875534087,0.10487774412141274,-32.8512037037037,12122000000,-51019000000,-83432000000,-13.151699029126213,5681000000,1031000000,0,51.19804429783223,54.15174045285569,0.0,7.1291785654291955,6.740318906605922,0.0,-1.1645284327323162,-1.6707407407407406
112,ORCL,2021-05-31,2021,FY,13.744991511035654,4.667572156196944,5.394567062818336,4.669609507640068,15.807809847198643,2.0210526315789474,-13.72258064516129,2.0210526315789474,29.45365025466893,234333649999.99997,288480650000.0,17.047406518259855,5.789017762296498,14.750025177818342,17.039968731820824,39.37057291666666,39.37057291666666,7.12667432495862,15.199191253951527,18.158283502234532,20.977359656777196,0.05865994917930055,0.05868555369662019,14.154065860215054,0.6425667584492056,2.852845100105374,2.299577884456216,6.094951923076923,1.1557544012803724,0.013071106091677403,0.22282845918812746,0.030979026161713483,0.16124410187998717,0.3536424447207243,-0.13438660540064204,-0.05274339781121075,-0.7321673525377229,0.04538155586847501,14.568860705653865,0.17835659315774025,0.1622100021240943,-25.31213921901528,31403000000,-40413000000,-69588000000,14.154065860215054,5480000000,691000000,0,48.77306751649003,34.61807765754297,0.0,7.483638380476982,10.543624161073826,0.0,2.309475806451613,-0.7249575551782682
113,ORCL,2020-05-31,2020,FY,12.166926191217689,3.15633758953597,4.091871691061974,3.6047960137028965,13.409218312052321,3.960448458424167,-10.834630956088446,3.960448458424167,22.918716910619743,170375660000.0,204733660000.0,16.810622594967935,4.361002866796355,12.967171017581249,14.719279481641468,13.397472674372887,13.397472674372887,5.2404438415071155,11.812465958919917,15.582134104574168,17.68757321814255,0.05948619656117546,0.0679381080607406,5.630022804120468,0.6202203780384276,1.9823447957535194,3.031395348837209,6.965413533834586,1.2963986186482486,0.018019005766434008,0.302910705476073,0.030229343708405857,0.15529333469847445,0.41153692891422233,-0.1190349341654616,-0.040032763386915124,-0.5269541778975741,0.040698269683628545,16.77085351634614,0.13847090709350077,0.1491955072058412,-17.2845686701962,34940000000,-34790000000,-50581000000,5.630022804120468,5342500000,608500000,0,51.861241937135254,29.290123456790127,0.0,7.03801116915871,12.461538461538462,0.0,0.7969646929307227,-0.4870756773590782
114,ORCL,2019-05-31,2019,FY,10.871216290588883,3.0498073747936156,4.004127682993946,3.5473307649972483,10.409190974133187,6.153824986241057,-7.3458998348926805,6.153824986241057,16.028893780957624,183880400000.0,219533400000.0,16.591211765767394,4.654492988406824,12.636959659129957,14.264246373438834,8.222528283325135,8.222528283325135,5.556963499215309,12.363899526920477,15.087169266717064,17.029974400744706,0.06027287301963667,0.07010535108690213,2.5116039887313866,0.5166729525614254,2.0079409776976798,2.4898550724637682,6.500960614793468,1.312911666516286,0.015945146954215894,0.2645493097536768,0.03202045258948008,0.15253379233534148,0.4512781830391228,-0.11408150642567522,-0.04201893383283552,-0.5686879068174032,0.04184174555763681,20.54944205057918,0.15570631568803533,0.18579738814102026,-12.291827187671986,27756000000,-26695000000,-39960000000,2.5116039887313866,5206500000,554500000,0,47.43355439680049,26.479049405878676,0.0,7.694974678613167,13.78448275862069,0.0,0.495595403121227,-0.45679691799669786
115,HD,2023-01-29,2022,FY,154.0146771037182,16.73679060665362,14.300391389432486,11.24853228962818,2.697651663405088,1.528375733855186,-5.755381604696673,1.528375733855186,50.86203522504892,321153280000.0,368760280000.0,18.775403683133586,2.0403250255713044,21.97422374273007,27.936089074460682,205.60389244558257,205.60389244558257,2.342777964841839,13.622973881561935,25.231630516592542,32.077268615170496,0.05326117173705964,0.03579599124754385,32.24327784891165,0.658826607364772,1.7587276958882856,1.4050627434011251,14.866419294990724,0.8544285296696872,0.024253216408065333,0.45536392867582576,0.0,0.0,0.09737719929360979,-0.21341087923366403,-0.019815378360005846,-1.0484033613445378,0.002325241577352401,23.990672230703712,0.30955348339983046,0.24789495804408632,-55.96404109589041,9361000000,-5882000000,-42412000000,32.24327784891165,3371500000,12452500000,23477000000,7.6917530161432754,39.92062126642772,86.81854241338114,47.45342176665662,9.143144280346062,4.204171019850518,10.950704225352112,-3.051859099804305
116,HD,2022-01-30,2021,FY,143.41271347248576,15.591081593927894,15.722011385199242,13.287476280834914,2.2229601518026567,-1.6091081593927894,-12.0,-1.6091081593927894,45.1764705882353,386796920000.0,430722920000.0,23.53781537150855,2.55890841972254,23.341797115442642,27.61848768297037,-228.06422169811322,-228.06422169811322,2.8495069364964905,16.6007446234487,25.992572566531894,30.754938950374868,0.04248482640451222,0.036207630608847664,-27.28125,0.6437336524013579,1.6929777229630771,1.012616317568745,17.104677060133632,1.0083977362623988,0.018058571924512736,0.42505933183228867,0.0,0.0,0.103636818965997,-0.154848832297387,-0.01697572722401212,-0.896575821104123,0.002639639580039297,23.75866312836925,0.343172387297139,0.25506387073742376,-54.67314990512334,362000000,-9145000000,-44517000000,-27.28125,3209000000,12534000000,19347500000,8.272789219156241,48.9771243458759,80.28726638425118,44.120548744892005,7.452458772842074,4.546175457676274,-9.689268867924529,-2.4345351043643264
117,HD,2021-01-31,2020,FY,123.0074487895717,11.97951582867784,17.54096834264432,15.247672253258845,7.351024208566108,3.0716945996275604,-6.926443202979516,3.0716945996275604,41.684357541899445,290055180000.0,325582180000.0,22.54431680397948,2.1955580955264553,15.39652741652954,17.71221177332682,87.92215216732343,87.92215216732343,2.4644779350541217,15.619947227019766,17.282349381601996,19.881667073766486,0.04435707716028378,0.05645822288021197,13.162170354652925,0.6152080588260297,1.7044233352523508,1.2292583959250627,13.569413511507053,1.4642468521685061,0.022240595737679985,0.5013990362194932,0.0,0.0,0.10096201527323218,-0.13073942353628112,-0.018643554613579593,-0.9777689559348948,0.0023465294073120885,28.77397811799419,0.26181165262997774,0.20275785990071704,-45.46508379888268,5311000000,-3827000000,-38805000000,13.162170354652925,2549000000,9696500000,15579000000,8.266444629475437,48.5484259142533,69.55149730107614,44.154411764705884,7.518266413923833,5.24791002586155,3.899969687784177,-2.293296089385475
118,HD,2020-02-02,2019,FY,100.8462946020128,10.285452881976212,12.555352241537054,10.105215004574566,1.9515096065873743,-2.850869167429094,-4.913083257090577,-2.850869167429094,35.29551692589204,253073220000.0,288317220000.0,22.511405443871197,2.2959693354502155,18.441537564672448,22.912921684019917,-81.21733632862644,-81.21733632862644,2.6157153095940124,15.831167362178784,21.009780660205493,26.103867813490268,0.04442192658709602,0.04364349574403803,-11.995186136071887,0.7295065969240377,1.9352075554579398,1.078095238095238,13.191507077435471,1.2206902686354741,0.023542593720505076,0.5299768724426258,0.0,0.0,0.04399250526973222,-0.19514683378270056,-0.024295758675436607,-1.166376306620209,0.0022771603538217283,25.6857121980507,0.3014262749176198,0.22951288228328773,-39.68344007319305,1435000000,-5370000000,-34542000000,-11.995186136071887,2021000000,7771000000,14228000000,6.973826264459061,39.12095852889764,73.00200955225523,52.338556505223174,9.33003724155644,4.999862363223453,-3.6078305519897302,-2.4501372369624885
119,HD,2019-02-03,2018,FY,95.16534740545295,9.781002638522427,11.467018469656992,9.319261213720317,1.563764291996482,-1.6517150395778364,-3.6323658751099384,-1.6517150395778364,26.607739665787157,211970910000.0,239394910000.0,19.0604181278662,1.9590113952478212,16.257931431201104,20.004804643261608,-112.87055910543131,-112.87055910543131,2.212460929918764,13.295285460402088,18.361321521705783,22.592951113627784,0.05246474622390402,0.049987991276727546,-15.549520766773163,0.6636365702338477,1.523047872931245,1.1084589614740368,14.77640342530923,1.172376584839493,0.022191724326701242,0.4229835446452657,0.18033695923403234,0.0,0.05117832875031248,-0.1872986654394846,-0.022568690332061034,-1.1347583643122676,0.0026062123970684733,19.065601383236114,0.434239147029032,0.26636487748796434,-31.38830255057168,1813000000,-4130000000,-27352000000,-15.549520766773163,1944000000,7499500000,13336500000,6.530687688881084,39.84312317891981,71.54293878355362,55.88997933884298,9.16092843326886,5.101831238779174,-5.921725239616613,-2.1477572559366753
120,CVX,2022-12-31,2022,FY,126.05005168374575,18.96496681598715,26.52368120888094,20.106661561571038,9.57258905887455,102.59531012119076,83.16457462913637,102.59531012119076,12.540995397392658,335651146230.0,341312146230.0,9.464292858592978,1.423958162669642,6.767160206250001,8.926892186968086,1.7494951746622467,1.7494951746622467,1.447974249757124,5.133285399759362,6.881293270766129,9.077450697606382,0.10566029759868042,0.11202106836910712,0.11954799432908014,0.08899960808508822,0.08514062265002256,1.4716732927970066,97.26744186046511,1.3932584269662922,0.032772121065430274,0.31016495136049627,0.0,0.0,0.01832299221214626,-0.24193548387096775,-0.050908504689945996,-0.7353391751945585,0.024766987531658725,209.23342148972424,0.1675010531963122,0.14018506879800147,-32.13884077609575,16135000000,155520000000,-47124000000,0.11954799432908014,19437500000,17704500000,7521000000,31.67544131310003,42.777228181902494,18.611648684576622,11.523122800156433,8.532577156423107,19.611373832908935,0.18485218080226837,-6.417019647309905
