Date,Open,High,Low,Close,Adj Close,Volume
2019-01-29,28.91,29.0,28.09,28.35,28.35,1188400
2019-01-30,28.59,28.860001,28.27,28.49,28.49,630000
2019-01-31,28.49,28.77,28.0,28.719999,28.719999,993600
2019-02-01,28.860001,28.93,27.08,27.25,27.25,1587800
2019-02-04,27.23,28.09,27.16,27.6,27.6,1256000
2019-02-05,27.6,28.49,27.58,27.67,27.67,877800
2019-02-06,27.76,28.1,26.51,27.25,27.25,1657800
2019-02-07,27.059999,27.209999,26.690001,27.040001,27.040001,912800
2019-02-08,27.110001,27.49,27.01,27.049999,27.049999,1085300
2019-02-11,27.07,27.25,26.41,26.709999,26.709999,1358900
2019-02-12,26.9,27.27,26.700001,27.09,27.09,1192600
2019-02-13,26.969999,27.17,26.5,27.040001,27.040001,879100
2019-02-14,26.879999,27.879999,26.870001,27.620001,27.620001,1653600
2019-02-15,27.65,28.48,27.43,27.860001,27.860001,1574300
2019-02-19,28.32,28.75,28.040001,28.5,28.5,2333300
2019-02-20,28.620001,28.799999,27.879999,28.18,28.18,1237400
2019-02-21,28.18,28.49,27.950001,28.1,28.1,1497600
2019-02-22,28.15,28.48,28.040001,28.27,28.27,684600
2019-02-25,28.469999,29.129999,28.42,28.48,28.48,951200
2019-02-26,28.440001,28.76,27.719999,27.83,27.83,1078800
2019-02-27,27.719999,28.559999,27.559999,28.52,28.52,1409800
2019-02-28,26.200001,26.93,24.77,25.68,25.68,4594400
2019-03-01,26.0,26.459999,24.91,25.120001,25.120001,2675800
2019-03-04,25.17,25.209999,24.23,24.27,24.27,2379100
2019-03-05,24.290001,25.35,24.26,25.25,25.25,1748300
2019-03-06,25.290001,25.459999,24.6,24.940001,24.940001,1570700
2019-03-07,24.950001,25.42,24.790001,25.370001,25.370001,1071600
2019-03-08,25.25,25.5,24.82,25.18,25.18,1232300
2019-03-11,25.18,25.280001,24.719999,24.959999,24.959999,1649400
2019-03-12,24.93,25.049999,24.459999,24.9,24.9,1117200
2019-03-13,24.889999,25.25,24.889999,25.049999,25.049999,1318900
2019-03-14,25.040001,25.1,24.719999,24.83,24.83,794600
2019-03-15,24.85,25.15,24.629999,24.92,24.92,2136000
2019-03-18,24.690001,25.799999,24.59,25.74,25.74,1198900
2019-03-19,25.639999,25.93,25.440001,25.790001,25.790001,1032700
2019-03-20,25.75,25.98,25.190001,25.639999,25.639999,1312100
2019-03-21,25.530001,25.92,25.48,25.83,25.83,1146800
2019-03-22,25.73,25.780001,25.0,25.1,25.1,1007300
2019-03-25,25.129999,25.629999,24.83,25.42,25.42,1227600
2019-03-26,25.610001,25.780001,25.26,25.43,25.43,726500
2019-03-27,25.530001,25.66,25.23,25.540001,25.540001,3086900
2019-03-28,25.889999,26.629999,25.889999,26.120001,26.120001,677600
2019-03-29,26.25,26.57,25.709999,25.75,25.75,1605200
