Date,Open,High,Low,Close,Adj Close,Volume
2018-01-09,119.449997,119.449997,116.75,116.800003,96.143623,2322700
2018-01-10,116.459999,116.589996,112.919998,114.959999,94.629036,2700000
2018-01-11,115.0,115.239998,112.32,112.699997,92.76873,3252100
2018-01-12,112.879997,113.690002,112.0,112.980003,92.999207,3392600
2018-01-16,113.660004,114.639999,113.209999,114.260002,94.052841,3243800
2018-01-17,114.620003,117.129997,114.489998,116.660004,96.028404,2679900
2018-01-18,116.360001,116.769997,114.879997,115.339996,94.941849,2567700
2018-01-19,115.739998,116.269997,114.959999,115.489998,95.065323,2590400
2018-01-22,115.199997,117.07,115.07,116.910004,96.234177,2452100
2018-01-23,116.209999,118.209999,115.18,117.839996,96.999695,3630500
2018-01-24,117.93,120.050003,116.860001,119.709999,98.538994,5303500
2018-01-25,120.150002,123.5,119.669998,123.440002,101.609329,3703700
2018-01-26,122.599998,122.599998,120.349998,122.230003,100.613312,3265000
2018-01-29,121.860001,122.739998,119.660004,119.709999,98.538994,3037400
2018-01-30,119.5,119.989998,118.269997,118.5,97.542961,2401000
2018-01-31,119.230003,119.279999,116.309998,117.0,96.308258,3683000
2018-02-01,116.849998,118.089996,116.400002,117.900002,97.049103,2205100
2018-02-02,117.300003,117.5,115.82,116.209999,95.657982,2614100
2018-02-05,116.029999,117.019997,111.620003,111.879997,92.093735,3468400
2018-02-06,110.510002,114.739998,110.279999,114.139999,93.954056,4998600
2018-02-07,114.120003,115.019997,112.25,112.360001,92.488853,2418900
2018-02-08,112.360001,113.379997,111.139999,111.690002,91.937355,2809000
2018-02-09,112.349998,112.349998,109.510002,111.440002,91.731544,3402800
2018-02-12,112.260002,114.889999,112.0,113.669998,93.567169,2695200
2018-02-13,113.18,113.900002,112.459999,112.660004,92.735786,1909700
2018-02-14,112.230003,113.550003,111.980003,112.730003,92.793434,1678600
2018-02-15,113.120003,115.93,112.519997,115.82,95.336937,2087600
2018-02-16,115.849998,117.239998,115.610001,116.099998,95.567429,2013700
2018-02-20,115.510002,115.510002,113.449997,114.449997,94.209236,1845600
2018-02-21,114.43,114.889999,111.879997,111.940002,92.143135,2168400
2018-02-22,112.389999,113.949997,112.120003,112.809998,92.859268,1217100
2018-02-23,113.230003,113.650002,112.540001,113.650002,93.55072,1290500
2018-02-26,113.900002,114.629997,113.209999,114.459999,94.217461,1249000
2018-02-27,114.239998,114.529999,112.339996,112.339996,92.472374,1960300
2018-02-28,113.239998,113.480003,110.870003,110.919998,91.303513,2309600
2018-03-01,111.0,112.650002,110.589996,111.5,91.780945,1830900
2018-03-02,111.209999,112.730003,111.209999,112.550003,92.645241,1871600
2018-03-05,112.160004,113.639999,112.019997,113.18,93.163826,1842100
2018-03-06,113.129997,113.489998,111.029999,113.050003,93.056824,2015200
2018-03-07,112.360001,112.709999,111.339996,111.760002,91.994972,1263700
2018-03-08,110.989998,112.059998,110.760002,112.050003,93.066429,1704000
2018-03-09,112.419998,113.160004,111.32,111.940002,92.975044,1692300
